What type of vehicle do you use?,What is the fuel type of your vehicle,How often do you use your vehicle?,How would you describe your driving style,How often do you accelerate quickly?,How often do you apply sudden brakes?,What is your average driving speed?,What type of traffic do you usually experience?,How often do you face traffic congestion?,Do you often drive in stop-and-go traffic?,How would you rate your vehicle’s fuel consumption?,How often do you refuel your vehicle?,Approximately how much fuel do you use per week?,Do you think your driving behavior affects fuel consumption?,Are you using the QR-based fuel system?,Is the allocated fuel sufficient for your weekly needs?,Has fuel limitation changed your travel behavior?,What changes have you made due to fuel limits?,Distance (km)
5,1,Daily,1,Never,Sometimes,2,2,Sometimes,Yes,1,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,234
6,2,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,More than 100 Liters,Yes,Yes,No,Yes,Reduced travel,1244
1,2,Several times a week,2,Sometimes,Sometimes,4,1,Rarely,No,2,Once a week,10–20 Liters,Yes,Yes,No,Yes,Driving more carefully,255
4,1,Several times a week,2,Often,Sometimes,2,2,Sometimes,No,2,More than twice,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,251
5,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Driving more carefully,96
4,1,Daily,1,Sometimes,Never,2,3,Frequently,Yes,2,Twice a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,202
3,2,Daily,2,Sometimes,Never,3,3,Frequently,Yes,3,Once a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,550
5,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Twice a week,Less than 10  Liters,Not sure,Yes,Yes,Yes,"Reduced travel, Changed routes",217
5,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,Yes,2,Daily,Less than 10  Liters,Yes,Yes,No,Yes,No change,121
4,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,No,2,Once a week,10–20 Liters,Yes,Yes,No,Yes,Changed routes,345
1,1,Daily,1,Sometimes,Sometimes,1,2,Sometimes,Yes,2,More than twice,21–40  Liters,No,Yes,No,Yes,Changed routes,397
1,1,Daily,2,Often,Sometimes,3,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,409
3,1,Several times a week,2,Sometimes,Never,2,2,Sometimes,Yes,2,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,475
5,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Twice a week,Less than 10  Liters,Not sure,Yes,Yes,Yes,"Reduced travel, Changed routes",256
5,1,Several times a week,2,Sometimes,Sometimes,3,2,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,118
5,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,83
1,2,Several times a week,1,Never,Never,3,1,Rarely,No,1,Twice a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,277
1,2,Several times a week,1,Never,Never,2,1,Rarely,No,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,254
3,1,Daily,1,Never,Sometimes,2,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,433
1,1,Daily,2,Never,Sometimes,3,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Changed routes,402
3,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,536
5,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,No,2,Twice a week,Less than 10  Liters,Not sure,Yes,Yes,Yes,"Changed routes, Driving more carefully",138
3,1,Daily,2,Sometimes,Sometimes,1,2,Sometimes,Yes,1,Once a week,21–40  Liters,Yes,Yes,No,Yes,Reduced travel,388
5,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,1,Twice a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,137
1,1,Daily,1,Never,Never,3,2,Sometimes,No,2,Once a week,21–40  Liters,Yes,Yes,Yes,No,No change,401
5,1,Several times a week,1,Sometimes,Sometimes,3,1,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,50
3,1,Daily,2,Sometimes,Sometimes,1,2,Sometimes,Yes,1,Twice a week,21–40  Liters,Yes,Yes,No,Yes,Reduced travel,378
1,2,Several times a week,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,380
3,1,Daily,3,Often,Often,3,3,Frequently,Yes,3,More than twice,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,496
4,1,Daily,2,Sometimes,Sometimes,3,2,Frequently,Yes,2,Twice a week,10–20  Liters,Yes,Yes,No,Yes,Reduced travel,397
1,1,Daily,1,Never,Never,1,2,Sometimes,Yes,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,406
1,2,Several times a week,1,Never,Never,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,367
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,162
1,1,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,402
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,More than twice,10–20  Liters,Not sure,Yes,No,Yes,Changed routes,412
3,1,Several times a week,2,Sometimes,Often,2,3,Sometimes,Yes,2,More than twice,Less than 10  Liters,Not sure,Yes,No,No,No change,107
1,1,Daily,1,Never,Never,2,2,Sometimes,No,2,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,361
4,1,Daily,1,Never,Never,2,1,Rarely,No,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,384
2,2,Daily,1,Often,Often,2,3,Frequently,Yes,3,Once a week,81–100 Liters,Yes,Yes,No,Yes,"Reduced travel, Changed routes",455
5,1,Occasionally,1,Sometimes,Sometimes,2,2,Sometimes,Yes,1,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,"Reduced travel, Driving more carefully",213
4,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,No,2,Once a week,10–20  Liters,Not sure,Yes,No,Yes,"Reduced travel, Changed routes, Driving more carefully",456
1,2,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,Yes,Yes,Yes,Driving more carefully,279
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,1,Twice a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,122
1,1,Several times a week,1,Never,Never,4,1,Rarely,No,2,Once a week,21–40  Liters,Yes,Yes,No,Yes,Driving more carefully,345
5,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,2,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Changed routes,93
1,1,Several times a week,1,Never,Sometimes,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,424
3,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,545
5,1,Daily,1,Sometimes,Sometimes,2,2,Frequently,Yes,2,Twice a week,Less than 10  Liters,Not sure,Yes,No,No,No change,229
5,1,Daily,1,Sometimes,Never,1,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,71
5,1,Several times a week,2,Never,Sometimes,2,3,Frequently,Yes,1,Twice a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,99
5,1,Daily,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,110
3,1,Several times a week,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,629
1,2,Several times a week,1,Never,Never,3,1,Rarely,No,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,209
1,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,159
1,1,Daily,3,Often,Often,4,2,Frequently,No,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,407
6,2,Several times a week,2,Sometimes,Sometimes,2,2,Frequently,No,2,Twice a week,81–100 Liters,Not sure,Yes,No,No,"Reduced travel, Changed routes, Driving more carefully",410
1,1,Occasionally,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Once a week,41–60 Liters,Yes,Yes,No,Yes,Changed routes,499
5,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,No,2,Twice a week,Less than 10  Liters,Not sure,Yes,Yes,Yes,"Changed routes, Driving more carefully",139
4,1,Daily,2,Never,Often,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,No,Yes,No,No change,621
5,1,Several times a week,2,Often,Sometimes,2,3,Frequently,Yes,1,Twice a week,Less than 10 Liters,Not sure,Yes,Yes,Yes,Changed routes,273
5,1,Daily,2,Sometimes,Sometimes,2,1,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,No,Yes,Yes,Reduced travel,175
1,1,Daily,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,378
2,2,Several times a week,2,Sometimes,Sometimes,2,1,Rarely,No,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,180
4,1,Daily,1,Never,Never,1,1,Rarely,No,2,Twice a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,260
1,2,Daily,1,Never,Never,3,3,Frequently,Yes,2,More than twice,10–20 Liters,Yes,Yes,Yes,No,No change,212
5,1,Several times a week,1,Sometimes,Sometimes,3,1,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,410
4,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,No,2,Once a week,10–20  Liters,Not sure,Yes,No,Yes,"Reduced travel, Changed routes, Driving more carefully",395
1,2,Several times a week,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,408
3,2,Daily,2,Sometimes,Never,3,3,Frequently,Yes,3,Once a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,551
5,1,Several times a week,2,Never,Sometimes,2,1,Rarely,No,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Driving more carefully,83
4,1,Daily,2,Sometimes,Sometimes,1,3,Frequently,Yes,3,Twice a week,10–20  Liters,Yes,Yes,No,Yes,Reduced travel,415
3,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,More than twice,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,261
4,1,Daily,2,Often,Sometimes,2,2,Sometimes,Yes,2,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Reduced travel,475
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Changed routes,368
3,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,496
1,1,Daily,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Twice a week,10–20  Liters,Not sure,Yes,Yes,No,Reduced travel,254
5,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,No,2,Twice a week,Less than 10  Liters,Not sure,Yes,Yes,Yes,"Changed routes, Driving more carefully",138
1,1,Daily,1,Never,Never,2,2,Sometimes,Yes,2,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,260
1,1,Several times a week,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,157
5,1,Several times a week,1,Sometimes,Sometimes,2,1,Rarely,No,1,Twice a week,Less than 10  Liters,Yes,Yes,Yes,Yes,No change,141
2,2,Several times a week,2,Sometimes,Sometimes,2,1,Rarely,Yes,1,Once a week,61–80 Liters,Yes,Yes,Yes,No,Reduced travel,335
5,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,106
5,1,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,126
3,2,Several times a week,2,Sometimes,Sometimes,2,1,Rarely,No,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,372
1,2,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,21–40  Liters,Not sure,Yes,Yes,Yes,Changed routes,418
2,2,Occasionally,3,Often,Often,3,2,Sometimes,No,3,Once a week,81–100 Liters,Not sure,Yes,No,Yes,Reduced travel,345
2,2,Daily,2,Sometimes,Often,2,3,Frequently,Yes,3,More than twice,61–80 Liters,Yes,Yes,No,Yes,Reduced travel,336
1,2,Several times a week,1,Never,Never,3,1,Rarely,No,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,179
5,1,Daily,2,Sometimes,Sometimes,3,1,Rarely,No,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,71
1,1,Daily,2,Sometimes,Never,2,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,387
5,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,Yes,3,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,Driving more carefully,77
4,1,Several times a week,3,Often,Often,3,2,Sometimes,Yes,3,More than twice,10–20 Liters,Yes,Yes,No,Yes,Driving more carefully,357
3,2,Daily,3,Often,Often,2,3,Frequently,Yes,3,More than twice,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,405
1,2,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,21–40  Liters,Not sure,Yes,Yes,Yes,Changed routes,406
1,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Twice a week,21–40  Liters,Yes,Yes,Yes,No,No change,413
1,2,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,21–40  Liters,Not sure,Yes,Yes,Yes,Changed routes,345
3,1,Several times a week,2,Sometimes,Never,2,2,Sometimes,Yes,2,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,468
1,2,Several times a week,2,Sometimes,Never,2,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Changed routes,372
2,2,Several times a week,2,Sometimes,Sometimes,2,1,Rarely,Yes,1,Once a week,61–80 Liters,Yes,Yes,Yes,No,Reduced travel,332
2,2,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,177
5,1,Daily,2,Sometimes,Never,2,1,Rarely,No,1,Twice a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,135
1,1,Daily,1,Sometimes,Never,1,3,Frequently,Yes,2,Once a week,21–40 Liters,Not sure,Yes,No,Yes,Reduced travel,418
3,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,708
5,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Twice a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Driving more carefully,111
1,2,Several times a week,2,Sometimes,Sometimes,4,1,Rarely,No,2,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Driving more carefully,80
1,1,Daily,3,Sometimes,Often,2,3,Frequently,Yes,3,Once a week,10–20 Liters,Yes,Yes,Yes,No,No change,197
5,2,Several times a week,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,345
4,1,Several times a week,2,Sometimes,Often,2,1,Rarely,No,2,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,196
5,1,Daily,3,Often,Often,3,2,Sometimes,No,2,Once a week,Less than 10 Liters,Yes,Yes,Yes,No,No change,217
1,2,Daily,3,Often,Often,3,3,Frequently,Yes,3,More than twice,10–20 Liters,Yes,Yes,Yes,No,No change,159
1,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,No,3,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Driving more carefully,92
5,1,Daily,2,Sometimes,Sometimes,2,1,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,No,Yes,Yes,Reduced travel,199
3,1,Daily,1,Never,Sometimes,1,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,394
1,2,Several times a week,1,Never,Never,4,1,Rarely,No,2,Once a week,10–20  Liters,Yes,Yes,No,Yes,Driving more carefully,215
5,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,Less than 10  Liters,Yes,Yes,Yes,Yes,Driving more carefully,197
5,1,Several times a week,2,Often,Often,3,2,Frequently,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,"Reduced travel, Driving more carefully",56
4,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,No,2,Once a week,10–20  Liters,Not sure,Yes,No,Yes,"Reduced travel, Changed routes, Driving more carefully",415
1,1,Several times a week,2,Sometimes,Sometimes,3,2,Rarely,Yes,2,Twice a week,10–20  Liters,No,Yes,No,Yes,Reduced travel,294
2,2,Daily,1,Sometimes,Never,3,3,Frequently,Yes,3,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,169
1,1,Daily,1,Never,Never,3,2,Sometimes,No,2,Once a week,21–40  Liters,Yes,Yes,Yes,No,No change,416
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,1,Once a week,10–20  Liters,Yes,Yes,Yes,Yes,Driving more carefully,238
2,2,Several times a week,3,Often,Often,3,2,Sometimes,Yes,3,Twice a week,81–100 Liters,Yes,No,Yes,No,No change,376
2,1,Several times a week,1,Sometimes,Sometimes,1,1,Sometimes,No,2,Once a week,61–80 Liters,Yes,Yes,Yes,Yes,Reduced travel,324
4,1,Several times a week,2,Never,Sometimes,2,3,Frequently,Yes,2,Twice a week,Less than 10 Liters,Yes,Yes,No,Yes,Changed routes,194
5,1,Daily,1,Never,Never,3,2,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,No,No change,312
1,2,Several times a week,1,Sometimes,Sometimes,3,2,Frequently,Yes,2,Once a week,21–40  Liters,Yes,Yes,Yes,Yes,Reduced travel,395
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,More than twice,10–20  Liters,Not sure,Yes,No,Yes,Changed routes,650
4,1,Several times a week,3,Often,Sometimes,4,2,Frequently,No,3,Twice a week,10–20 Liters,Yes,Yes,No,Yes,Changed routes,510
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,More than twice,10–20  Liters,Not sure,Yes,No,Yes,Changed routes,492
4,1,Daily,1,Sometimes,Sometimes,2,1,Rarely,Yes,2,3 time per week,Less than 10  Liters,Yes,Yes,Yes,No,Reduced travel,215
5,1,Daily,1,Sometimes,Never,1,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,63
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,More than twice,10–20  Liters,Not sure,Yes,No,Yes,Changed routes,385
4,1,Daily,1,Never,Never,1,3,Frequently,Yes,2,Twice a week,10–20  Liters,Yes,Yes,No,Yes,Changed routes,403
5,1,Several times a week,1,Sometimes,Sometimes,2,1,Sometimes,Yes,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,107
4,1,Daily,2,Sometimes,Never,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Not sure,Yes,No,Yes,Reduced travel,467
1,1,Daily,2,Sometimes,Sometimes,2,1,Rarely,No,3,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,325
1,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,110
3,1,Daily,2,Sometimes,Sometimes,2,2,Sometimes,Yes,1,Twice a week,21–40  Liters,Yes,Yes,No,Yes,Reduced travel,395
5,1,Daily,2,Sometimes,Sometimes,2,1,Rarely,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,"Reduced travel, Changed routes, Driving more carefully",275
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,2,More than twice,10–20 Liters,Yes,Yes,Yes,No,No change,259
2,2,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,81–100 Liters,Not sure,Yes,No,Yes,Changed routes,415
3,2,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Driving more carefully,550
1,1,Several times a week,1,Sometimes,Never,1,2,Rarely,Yes,2,Once a week,10–20  Liters,Not sure,Yes,Yes,No,No change,234
1,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,Once a week,Less than 10 Liters,Yes,Yes,Yes,Yes,Reduced travel,116
1,1,Several times a week,2,Sometimes,Sometimes,2,2,Frequently,No,3,Twice a week,21–40 Liters,Yes,Yes,No,Yes,Driving more carefully,544
5,1,Several times a week,1,Never,Never,2,2,Sometimes,No,1,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,84
5,1,Several times a week,1,Sometimes,Sometimes,1,1,Sometimes,No,2,Once a week,Less than 10  Liters,Yes,Yes,Yes,Yes,Reduced travel,141
4,1,Daily,1,Never,Never,2,2,Sometimes,Yes,2,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,195
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,100
1,2,Daily,1,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Once a week,21–40  Liters,Not sure,Yes,Yes,Yes,Changed routes,319
5,1,Several times a week,1,Never,Never,2,2,Sometimes,No,1,Once a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,395
4,1,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,2,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,139
1,1,Several times a week,1,Never,Sometimes,2,3,Frequently,Yes,2,Once a week,21–40 Liters,Yes,Yes,Yes,No,No change,448
1,2,Daily,3,Often,Often,3,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,392
1,1,Daily,3,Often,Often,4,1,Rarely,No,3,More than twice,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,348
1,2,Several times a week,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,416
1,2,Daily,3,Often,Often,2,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,330
1,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,338
3,1,Daily,3,Often,Often,3,3,Frequently,Yes,3,More than twice,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,395
5,1,Several times a week,2,Sometimes,Sometimes,2,2,Sometimes,No,2,More than twice,Less than 10  Liters,Not sure,Yes,Yes,Yes,"Reduced travel, Changed routes",264
5,1,Daily,3,Often,Sometimes,2,3,Frequently,Yes,3,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,460
5,1,Daily,2,Often,Sometimes,3,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,No,Yes,No,No change,220
1,1,Daily,2,Never,Sometimes,3,1,Rarely,No,3,Twice a week,21–40 Liters,Yes,No,Yes,Yes,Changed routes,328
1,1,Daily,2,Sometimes,Sometimes,2,1,Rarely,No,3,Twice a week,21–40 Liters,Yes,Yes,Yes,No,No change,299
1,1,Daily,1,Sometimes,Sometimes,2,3,Frequently,Yes,2,Twice a week,10–20  Liters,Not sure,Yes,Yes,No,Reduced travel,256
4,1,Daily,1,Sometimes,Never,1,3,Frequently,Yes,2,Twice a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,290
2,2,Several times a week,2,Sometimes,Sometimes,2,1,Rarely,Yes,1,Once a week,10–20  Liters,Yes,Yes,Yes,No,Reduced travel,82
1,2,Daily,1,Never,Never,2,3,Frequently,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,112
2,2,Daily,1,Never,Never,2,2,Frequently,Yes,3,Once a week,81–100 Liters,Yes,Yes,No,Yes,Driving more carefully,520
3,1,Daily,2,Sometimes,Sometimes,2,1,Sometimes,Yes,2,More than twice,21–40  Liters,Yes,Yes,Yes,No,No change,403
4,1,Several times a week,3,Often,Often,3,2,Sometimes,Yes,3,More than twice,10–20 Liters,Yes,Yes,No,Yes,Driving more carefully,398
1,1,Daily,2,Sometimes,Never,3,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Driving more carefully,425
5,1,Daily,2,Sometimes,Sometimes,3,3,Frequently,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,No,Yes,Reduced travel,143
1,2,Several times a week,2,Sometimes,Sometimes,3,1,Rarely,No,2,Once a week,41–60 Liters,Yes,Yes,No,Yes,Driving more carefully,431
3,1,Daily,3,Often,Often,2,3,Frequently,Yes,3,More than twice,21–40 Liters,Yes,Yes,No,Yes,Reduced travel,348
1,2,Daily,2,Sometimes,Never,2,2,Sometimes,Yes,3,Twice a week,41–60 Liters,Yes,Yes,No,Yes,Driving more carefully,194
6,2,Occasionally,3,Sometimes,Often,4,2,Sometimes,No,3,Once a week,More than 100 Liters,Yes,Yes,No,Yes,Driving more carefully,823
5,1,Daily,2,Sometimes,Often,2,2,Sometimes,Yes,1,Once a week,Less than 10 Liters,Yes,Yes,Yes,Yes,Driving more carefully,174
1,1,Daily,2,Sometimes,Never,2,3,Frequently,Yes,3,Once a week,21–40 Liters,Yes,Yes,No,Yes,Driving more carefully,381
1,2,Daily,3,Often,Often,3,3,Frequently,Yes,3,More than twice,10–20 Liters,Yes,Yes,Yes,No,No change,130
3,1,Daily,2,Sometimes,Sometimes,3,2,Sometimes,Yes,3,Twice a week,Less than 10  Liters,Yes,Yes,No,Yes,Reduced travel,110
4,1,Daily,2,Sometimes,Sometimes,2,2,Frequently,No,2,Once a week,10–20 Liters,Yes,Yes,No,Yes,Changed routes,359
4,1,Daily,2,Never,Often,3,3,Frequently,Yes,2,Once a week,10–20 Liters,Yes,No,Yes,No,No change,412
4,1,Several times a week,2,Sometimes,Sometimes,3,2,Sometimes,Yes,2,Twice a week,10–20 Liters,Yes,Yes,Yes,No,No change,574
1,1,Daily,1,Never,Never,2,2,Sometimes,Yes,2,Once a week,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,442
5,2,Daily,2,Sometimes,Sometimes,2,3,Frequently,Yes,3,Once a week,More than 100 Liters,Not sure,Yes,No,Yes,Changed routes,408
4,1,Daily,3,Sometimes,Often,3,2,Sometimes,No,3,Twice a week,10–20  Liters,Yes,Yes,No,Yes,Reduced travel,386
3,2,Daily,3,Often,Often,3,3,Frequently,Yes,3,More than twice,41–60 Liters,Yes,Yes,No,Yes,Reduced travel,665
5,1,Daily,1,Sometimes,Sometimes,2,2,Sometimes,Yes,2,More than twice,Less than 10  Liters,Yes,Yes,Yes,Yes,Driving more carefully,215
